job_title,salary_estimate,industry,sector,job_city,job_state,size,founded,type_of_ownership,revenue,seniority,seniority_level,avg_salary,avg_salary_predicted,final_salary,was_missing
Data Engineer,-1,Staffing & Outsourcing,Business Services,New York,NY,51 to 200 employees,2003,Company - Private,$10 to $25 million (USD),unknown,0,,71815,71815,True
Clinical Data Manager,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,51 to 200 employees,2013,Company - Public,Unknown / Non-Applicable,unknown,0,,81470,81470,True
Data Engineer 5 - Contract,-1,Religious Organizations,Non-Profit,Riverton,UT,10000+ employees,-1,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,,99325,99325,True
"Head Data Scientist – Image Analytics lead, Novartis AI Innovation Lab",-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1996,Company - Public,$10+ billion (USD),lead,4,,114925,114925,True
"Scientist, Product Development",-1,Consumer Products Manufacturing,Manufacturing,Valencia,CA,1001 to 5000 employees,1971,Company - Private,$1 to $2 billion (USD),unknown,0,,104775,104775,True
Data Engineer,-1,IT Services,Information Technology,Austin,TX,201 to 500 employees,2015,Company - Private,$25 to $50 million (USD),unknown,0,,86235,86235,True
"Staff Machine Learning Scientist, AI Foundation",-1,Internet,Information Technology,San Francisco,CA,51 to 200 employees,2012,Company - Private,Unknown / Non-Applicable,unknown,0,,135635,135635,True
Sr. Enterprise Account Exec- Data Science / ML - NYC,-1,Enterprise Software & Network Solutions,Information Technology,New York,NY,201 to 500 employees,2011,Company - Private,Unknown / Non-Applicable,unknown,0,,98555,98555,True
Data Engineer,-1,Lending,Finance,New York,NY,51 to 200 employees,2014,Company - Private,Unknown / Non-Applicable,unknown,0,,84660,84660,True
Advanced Analytics Manager,-1,Publishing,Media,Philadelphia,PA,51 to 200 employees,2009,Company - Private,Unknown / Non-Applicable,unknown,0,,78815,78815,True
Senior Imagery Scientist - SAR TO 11 #78 (TS/SCI),-1,Consulting,Business Services,Chantilly,VA,51 to 200 employees,2008,Company - Private,Unknown / Non-Applicable,senior,3,,101735,101735,True
Big Data Engineer,-1,-1,-1,Seattle,WA,Unknown,-1,Unknown,Unknown / Non-Applicable,unknown,0,,96130,96130,True
"Senior Clinical Lab Scientist, Clinical Lab Svcs - FT/Nights (8hr)",-1,Health Care Services & Hospitals,Health Care,Fountain Valley,CA,10000+ employees,2005,Nonprofit Organization,$2 to $5 billion (USD),senior,3,,98490,98490,True
Sr. Microsoft Data Engineer,-1,IT Services,Information Technology,Chicago,IL,51 to 200 employees,2014,Company - Private,$1 to $5 million (USD),unknown,0,,89890,89890,True
"Scientist, Upstream Process Development (Bioreactors)",-1,-1,-1,Bedford,MA,51 to 200 employees,-1,Company - Public,Unknown / Non-Applicable,unknown,0,,103665,103665,True
Diversity and Inclusion Data Analyst,-1,Banks & Credit Unions,Finance,Pittsburgh,PA,201 to 500 employees,1932,Company - Private,$1 to $2 billion (USD),unknown,0,,76840,76840,True
"Lab Head, Principle Scientist, Dupixent/Type 2 Inflammation & Fibrosis - Cambridge, MA",-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1973,Company - Public,$10+ billion (USD),unknown,0,,94200,94200,True
Chief Scientist - Emerging Technology Center,-1,Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984,College / University,Unknown / Non-Applicable,unknown,0,,102000,102000,True
Senior Scientist Protein/Oligonucleotides,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Waltham,MA,201 to 500 employees,2008,Company - Public,Unknown / Non-Applicable,senior,3,,102910,102910,True
Lead Data Engineer,-1,-1,-1,New York,NY,1 to 50 employees,-1,Unknown,Unknown / Non-Applicable,lead,4,,145695,145695,True
"Senior Scientist, Logic Gated CAR T Cell Therapy",-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,51 to 200 employees,2016,Company - Private,Unknown / Non-Applicable,senior,3,,110295,110295,True
Data Engineer,-1,Video Games,Media,Austin,TX,201 to 500 employees,1998,Company - Public,Unknown / Non-Applicable,unknown,0,,82190,82190,True
Data Scientist,-1,Staffing & Outsourcing,Business Services,New York,NY,1 to 50 employees,-1,Company - Private,Less than $1 million (USD),unknown,0,,104570,104570,True
Sr. BI Data Engineer III,-1,IT Services,Information Technology,Fremont,CA,1001 to 5000 employees,2001,Company - Private,$50 to $100 million (USD),unknown,0,,138210,138210,True
Data Systems Specialist 2,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Novato,CA,1001 to 5000 employees,1997,Company - Public,$500 million to $1 billion (USD),unknown,0,,90905,90905,True
Data Scientist,-1,Federal Agencies,Government,San Francisco,CA,1001 to 5000 employees,2016,Government,Unknown / Non-Applicable,unknown,0,,144920,144920,True
Data Engineer 4 - Contract (Remote),-1,Religious Organizations,Non-Profit,Riverton,UT,10000+ employees,-1,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,,99515,99515,True
Data Scientist,-1,IT Services,Information Technology,Phoenix,AZ,501 to 1000 employees,-1,Company - Private,$25 to $50 million (USD),unknown,0,,94895,94895,True
Data Scientist,-1,Computer Hardware & Software,Information Technology,Piscataway,NJ,1001 to 5000 employees,1996,Company - Private,$100 to $500 million (USD),unknown,0,,93950,93950,True
Data Analyst,-1,Staffing & Outsourcing,Business Services,Newark,CA,51 to 200 employees,2010,Company - Private,$25 to $50 million (USD),unknown,0,,77465,77465,True
Scientist – Cancer Drug Discovery,-1,-1,-1,Cambridge,MA,-1,-1,-1,-1,unknown,0,,111040,111040,True
Data Scientist,-1,Security Services,Business Services,San Francisco,CA,1 to 50 employees,-1,Company - Private,Unknown / Non-Applicable,unknown,0,,134235,134235,True
Process Development Scientist,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Juncos,PR,51 to 200 employees,2011,Company - Private,$1 to $5 million (USD),unknown,0,,88400,88400,True
UX Data Scientist (Python),-1,Staffing & Outsourcing,Business Services,San Francisco,CA,51 to 200 employees,2010,Company - Private,$25 to $50 million (USD),unknown,0,,140485,140485,True
Sr Data Scientist,-1,Insurance Carriers,Insurance,New York,NY,1001 to 5000 employees,1993,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,,101045,101045,True
Senior Data Engineer,-1,Lending,Finance,Houston,TX,51 to 200 employees,2014,Company - Private,Unknown / Non-Applicable,senior,3,,99835,99835,True
Data Scientist,-1,-1,-1,New York,NY,Unknown,-1,Company - Private,Unknown / Non-Applicable,unknown,0,,97190,97190,True
Pharmacovigilance Scientist (Senior Pharmacovigilance),-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Carlsbad,CA,201 to 500 employees,2013,Subsidiary or Business Segment,Unknown / Non-Applicable,senior,3,,90630,90630,True
Data Scientist,-1,-1,-1,San Jose,CA,-1,-1,-1,-1,unknown,0,,120675,120675,True
Analytics Manager,-1,Staffing & Outsourcing,Business Services,Tallahassee,FL,51 to 200 employees,1981,Company - Private,$5 to $10 million (USD),unknown,0,,87835,87835,True
Data Scientist,-1,-1,-1,New York,NY,-1,-1,-1,-1,unknown,0,,109355,109355,True
Data Science Manager,-1,-1,-1,New York,NY,1 to 50 employees,-1,Unknown,Unknown / Non-Applicable,unknown,0,,115810,115810,True
Data Scientist,-1,-1,-1,Palo Alto,CA,-1,-1,-1,-1,unknown,0,,152005,152005,True
Senior Data Scientist,-1,Video Games,Media,San Francisco,CA,201 to 500 employees,1999,Company - Private,Unknown / Non-Applicable,senior,3,,142945,142945,True
Business Intelligence Analyst,-1,Enterprise Software & Network Solutions,Information Technology,Nashville,TN,201 to 500 employees,2002,Company - Private,$25 to $50 million (USD),unknown,0,,78010,78010,True
Data Engineer with R,-1,IT Services,Information Technology,Georgia Southern,GA,1 to 50 employees,2007,Company - Private,$5 to $10 million (USD),unknown,0,,82725,82725,True
Business Intelligence Analyst,-1,IT Services,Information Technology,Dulles,VA,501 to 1000 employees,1989,Company - Private,$100 to $500 million (USD),unknown,0,,72050,72050,True
Chief Data Officer,-1,Banks & Credit Unions,Finance,New York,NY,1001 to 5000 employees,1966,Company - Public,$10+ billion (USD),unknown,0,,96875,96875,True
"Head Data Scientist – NLP lead, Novartis AI Innovation Lab",-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1996,Company - Public,$10+ billion (USD),lead,4,,115165,115165,True
Scientist - Analytical Development - Pharmaceutics,-1,-1,-1,Bristol,TN,51 to 200 employees,-1,Contract,Unknown / Non-Applicable,unknown,0,,81970,81970,True
Data Engineer,-1,Staffing & Outsourcing,Business Services,New York,NY,51 to 200 employees,2003,Company - Private,$10 to $25 million (USD),unknown,0,,71815,71815,True
Clinical Data Manager,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,51 to 200 employees,2013,Company - Public,Unknown / Non-Applicable,unknown,0,,81470,81470,True
Data Engineer 5 - Contract,-1,Religious Organizations,Non-Profit,Riverton,UT,10000+ employees,-1,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,,99325,99325,True
"Head Data Scientist – Image Analytics lead, Novartis AI Innovation Lab",-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1996,Company - Public,$10+ billion (USD),lead,4,,114925,114925,True
"Scientist, Product Development",-1,Consumer Products Manufacturing,Manufacturing,Valencia,CA,1001 to 5000 employees,1971,Company - Private,$1 to $2 billion (USD),unknown,0,,104775,104775,True
Data Engineer,-1,IT Services,Information Technology,Austin,TX,201 to 500 employees,2015,Company - Private,$25 to $50 million (USD),unknown,0,,86235,86235,True
"Staff Machine Learning Scientist, AI Foundation",-1,Internet,Information Technology,San Francisco,CA,51 to 200 employees,2012,Company - Private,Unknown / Non-Applicable,unknown,0,,135635,135635,True
Sr. Enterprise Account Exec- Data Science / ML - NYC,-1,Enterprise Software & Network Solutions,Information Technology,New York,NY,201 to 500 employees,2011,Company - Private,Unknown / Non-Applicable,unknown,0,,98555,98555,True
Data Engineer,-1,Lending,Finance,New York,NY,51 to 200 employees,2014,Company - Private,Unknown / Non-Applicable,unknown,0,,84660,84660,True
Advanced Analytics Manager,-1,Publishing,Media,Philadelphia,PA,51 to 200 employees,2009,Company - Private,Unknown / Non-Applicable,unknown,0,,78815,78815,True
Senior Imagery Scientist - SAR TO 11 #78 (TS/SCI),-1,Consulting,Business Services,Chantilly,VA,51 to 200 employees,2008,Company - Private,Unknown / Non-Applicable,senior,3,,101735,101735,True
Clinical Document Review Scientist,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,51 to 200 employees,2016,Company - Private,Unknown / Non-Applicable,unknown,0,,96015,96015,True
Machine Learning Scientist,-1,Staffing & Outsourcing,Business Services,Boston,MA,1001 to 5000 employees,1992,Company - Private,Less than $1 million (USD),unknown,0,,105725,105725,True
"Senior Clinical Lab Scientist, Clinical Lab Svcs - FT/Nights (8hr)",-1,Health Care Services & Hospitals,Health Care,Fountain Valley,CA,10000+ employees,2005,Nonprofit Organization,$2 to $5 billion (USD),senior,3,,98490,98490,True
Big Data Engineer,-1,-1,-1,Seattle,WA,Unknown,-1,Unknown,Unknown / Non-Applicable,unknown,0,,96130,96130,True
Data Scientist,-1,Internet,Information Technology,San Francisco,CA,51 to 200 employees,2016,Company - Private,Unknown / Non-Applicable,unknown,0,,128405,128405,True
Data Scientist (Active TS SCI with Polygraph),-1,Aerospace & Defense,Aerospace & Defense,Chantilly,VA,51 to 200 employees,2013,Company - Private,$10 to $25 million (USD),unknown,0,,100145,100145,True
Sr. Microsoft Data Engineer,-1,IT Services,Information Technology,Chicago,IL,51 to 200 employees,2014,Company - Private,$1 to $5 million (USD),unknown,0,,89890,89890,True
Diversity and Inclusion Data Analyst,-1,Banks & Credit Unions,Finance,Pittsburgh,PA,201 to 500 employees,1932,Company - Private,$1 to $2 billion (USD),unknown,0,,76840,76840,True
"Scientist, Upstream Process Development (Bioreactors)",-1,-1,-1,Bedford,MA,51 to 200 employees,-1,Company - Public,Unknown / Non-Applicable,unknown,0,,103665,103665,True
"Lab Head, Principle Scientist, Dupixent/Type 2 Inflammation & Fibrosis - Cambridge, MA",-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1973,Company - Public,$10+ billion (USD),unknown,0,,94200,94200,True
"Head Data Scientist, Predictive Analytics Lead AI Innovation Lab",-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1996,Company - Public,$10+ billion (USD),lead,4,,114580,114580,True
Chief Scientist - Emerging Technology Center,-1,Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984,College / University,Unknown / Non-Applicable,unknown,0,,102000,102000,True
Senior Scientist Protein/Oligonucleotides,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Waltham,MA,201 to 500 employees,2008,Company - Public,Unknown / Non-Applicable,senior,3,,102910,102910,True
Data Scientist,-1,Enterprise Software & Network Solutions,Information Technology,New Jersey,New Jersey,1 to 50 employees,2013,Company - Private,Less than $1 million (USD),unknown,0,,105600,105600,True
Lead Data Engineer,-1,-1,-1,New York,NY,1 to 50 employees,-1,Unknown,Unknown / Non-Applicable,lead,4,,145695,145695,True
"Tech Manager, Software Engineering - Data",-1,"Department, Clothing, & Shoe Stores",Retail,Johns Creek,GA,10000+ employees,1858,Company - Public,$10+ billion (USD),unknown,0,,80340,80340,True
Business Development - Data Supply Partnerships (Veraset),-1,Internet,Information Technology,New York,NY,1 to 50 employees,2016,Company - Private,$10 to $25 million (USD),unknown,0,,103855,103855,True
"Senior Scientist, Logic Gated CAR T Cell Therapy",-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,51 to 200 employees,2016,Company - Private,Unknown / Non-Applicable,senior,3,,110295,110295,True
"Sr. Manager, Data Science - Marketing Mix Media",-1,Lending,Finance,Maryland,Maryland,1001 to 5000 employees,2005,Company - Public,Unknown / Non-Applicable,unknown,0,,101335,101335,True
"Sr. Scientist, Toxicology",-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Waltham,MA,201 to 500 employees,2008,Company - Public,Unknown / Non-Applicable,unknown,0,,103325,103325,True
Data Scientist,-1,-1,-1,San Jose,CA,-1,-1,-1,-1,unknown,0,,120675,120675,True
Pharmacovigilance Scientist (Senior Pharmacovigilance),-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Carlsbad,CA,201 to 500 employees,2013,Subsidiary or Business Segment,Unknown / Non-Applicable,senior,3,,90630,90630,True
Analytics Manager,-1,Staffing & Outsourcing,Business Services,Tallahassee,FL,51 to 200 employees,1981,Company - Private,$5 to $10 million (USD),unknown,0,,87835,87835,True
Data Scientist,-1,-1,-1,New York,NY,-1,-1,-1,-1,unknown,0,,109355,109355,True
Data Scientist,-1,Staffing & Outsourcing,Business Services,Chicago,IL,1 to 50 employees,-1,Company - Private,$1 to $5 million (USD),unknown,0,,89385,89385,True
Data Science Manager,-1,-1,-1,New York,NY,1 to 50 employees,-1,Unknown,Unknown / Non-Applicable,unknown,0,,115810,115810,True
Data Scientist,-1,Staffing & Outsourcing,Business Services,Bellevue,WA,201 to 500 employees,2006,Company - Private,$5 to $10 million (USD),unknown,0,,101285,101285,True
Data Scientist,-1,-1,-1,Palo Alto,CA,-1,-1,-1,-1,unknown,0,,152005,152005,True
Data Scientist,-1,IT Services,Information Technology,Phoenix,AZ,501 to 1000 employees,-1,Company - Private,$25 to $50 million (USD),unknown,0,,94895,94895,True
Data Scientist,-1,-1,-1,Amsterdam,NY,-1,-1,-1,-1,unknown,0,,104915,104915,True
Data Scientist,-1,IT Services,Information Technology,Detroit,MI,1001 to 5000 employees,1996,Company - Private,$100 to $500 million (USD),unknown,0,,101990,101990,True
Data Scientist,-1,-1,-1,San Francisco,CA,-1,-1,-1,-1,unknown,0,,145625,145625,True
Business Intelligence Analyst,-1,Aerospace & Defense,Aerospace & Defense,Fort Lauderdale,FL,501 to 1000 employees,2002,Company - Private,$500 million to $1 billion (USD),unknown,0,,80125,80125,True
Business Intelligence Analyst,-1,Enterprise Software & Network Solutions,Information Technology,Nashville,TN,201 to 500 employees,2002,Company - Private,$25 to $50 million (USD),unknown,0,,78010,78010,True
